date,ticker,open,high,low,close,volume,returns
2025-06-19,MSFT,418.94,418.51,417.04,417.58,11733918,0.002861
2025-06-20,MSFT,412.67,418.17,400.67,410.22,32506364,-0.017781
2025-06-21,MSFT,398.6,404.37,394.09,396.74,38106042,-0.033419
2025-06-22,MSFT,397.66,397.37,385.39,395.74,7647109,-0.002527
2025-06-23,MSFT,397.91,404.59,383.46,394.53,3514429,-0.003049
2025-06-24,MSFT,392.33,403.78,388.41,395.39,21946721,0.002177
2025-06-25,MSFT,387.61,397.3,378.74,389.26,29145182,-0.015626
2025-06-26,MSFT,393.45,394.49,384.09,393.93,20629070,0.011913
2025-06-27,MSFT,408.09,407.33,398.11,405.48,1524457,0.028903
2025-06-28,MSFT,421.12,418.51,415.0,417.81,31177451,0.029944
2025-06-29,MSFT,425.98,430.07,415.41,422.54,21267600,0.011256
2025-06-30,MSFT,405.64,417.32,402.57,407.75,19351200,-0.035614
2025-07-01,MSFT,406.88,419.21,399.03,409.98,23026143,0.005454
2025-07-02,MSFT,403.09,415.98,401.28,404.81,26750627,-0.012697
2025-07-03,MSFT,412.37,413.31,405.29,410.6,12961523,0.014211
2025-07-04,MSFT,418.45,425.19,413.87,415.54,15351630,0.011957
2025-07-05,MSFT,416.31,420.25,413.35,413.73,44028132,-0.004381
2025-07-06,MSFT,432.36,436.4,418.48,428.37,34325168,0.034795
2025-07-07,MSFT,413.66,423.69,413.46,416.23,25181927,-0.028755
2025-07-08,MSFT,428.15,432.92,419.89,429.83,7836873,0.032139
2025-07-09,MSFT,417.75,416.95,405.42,416.67,20173440,-0.031089
2025-07-10,MSFT,428.16,435.49,415.96,424.45,33509628,0.0185
2025-07-11,MSFT,410.21,412.6,406.82,408.7,14871807,-0.037804
2025-07-12,MSFT,406.58,407.97,399.28,404.91,41174491,-0.009318
2025-07-13,MSFT,405.11,411.31,403.32,406.8,19909063,0.00466
2025-07-14,MSFT,407.88,419.87,401.42,410.77,44086808,0.009713
2025-07-15,MSFT,422.6,435.2,420.06,422.61,36852603,0.028415
2025-07-16,MSFT,429.15,436.92,422.16,431.0,14143551,0.019659
2025-07-17,MSFT,417.27,423.79,412.37,420.13,22518929,-0.025558
2025-07-18,MSFT,415.39,423.4,405.05,415.54,43148831,-0.010988
2025-07-19,MSFT,411.59,422.74,404.44,415.0,33034483,-0.001293
2025-07-20,MSFT,411.2,416.53,405.0,410.63,14325777,-0.01059
2025-07-21,MSFT,415.6,422.18,406.14,412.25,25620582,0.003954
2025-07-22,MSFT,418.91,429.5,416.51,420.44,47411039,0.019668
2025-07-23,MSFT,437.07,437.55,430.81,435.66,18236371,0.035566
2025-07-24,MSFT,439.29,447.16,430.07,442.09,22381473,0.014639
2025-07-25,MSFT,440.24,445.65,434.66,441.36,25060512,-0.001661
2025-07-26,MSFT,451.21,456.28,443.21,453.82,42280412,0.027855
2025-07-27,MSFT,465.53,473.48,457.1,463.53,24035104,0.021175
2025-07-28,MSFT,482.75,494.7,475.21,487.16,20313413,0.049715
2025-07-29,MSFT,477.27,480.99,470.6,478.73,20336746,-0.017462
2025-07-30,MSFT,484.52,486.32,469.02,479.85,25846399,0.002331
2025-07-31,MSFT,477.67,479.62,469.88,476.21,7263319,-0.007599
2025-08-01,MSFT,464.21,478.18,461.6,468.81,38269776,-0.015663
2025-08-02,MSFT,484.49,483.7,474.28,481.56,2769954,0.026829
2025-08-03,MSFT,490.57,498.15,486.89,487.99,3088162,0.013256
2025-08-04,MSFT,489.11,497.6,481.62,489.75,14082536,0.003611
2025-08-05,MSFT,486.02,487.49,476.43,483.84,18688624,-0.012152
2025-08-06,MSFT,466.55,477.31,465.31,471.06,46968282,-0.026766
2025-08-07,MSFT,467.68,476.41,465.28,470.18,4156440,-0.001863
2025-08-08,MSFT,470.41,468.05,463.57,465.89,12486934,-0.009177
2025-08-09,MSFT,477.67,486.33,477.27,479.1,11227560,0.027974
2025-08-10,MSFT,468.31,465.33,460.46,465.27,31455071,-0.029289
2025-08-11,MSFT,465.99,466.74,453.46,466.22,41621481,0.00204
2025-08-12,MSFT,455.71,462.23,444.77,455.04,35410170,-0.024273
2025-08-13,MSFT,469.77,486.07,464.27,473.56,7589223,0.039894
2025-08-14,MSFT,479.76,491.12,468.63,477.76,12116470,0.008818
2025-08-15,MSFT,491.56,494.76,482.75,489.98,5599745,0.025253
2025-08-16,MSFT,502.86,510.39,487.34,499.56,30713227,0.019373
2025-08-17,MSFT,510.87,519.4,509.48,514.37,49006504,0.029206
2025-08-18,MSFT,507.74,510.2,494.81,504.31,22331085,-0.019748
2025-08-19,MSFT,500.16,507.35,491.87,501.96,46498321,-0.004665
2025-08-20,MSFT,498.97,500.91,485.81,500.12,8621457,-0.003674
2025-08-21,MSFT,497.16,508.32,481.88,493.68,32076878,-0.01296
2025-08-22,MSFT,490.98,491.33,482.89,488.35,9863141,-0.010846
2025-08-23,MSFT,470.09,475.71,469.34,474.58,33789051,-0.028611
2025-08-24,MSFT,464.91,471.63,455.21,462.95,16803293,-0.024814
2025-08-25,MSFT,461.41,471.54,462.07,464.88,17963544,0.004173
2025-08-26,MSFT,464.46,467.11,462.97,466.68,15376295,0.003863
2025-08-27,MSFT,465.42,469.8,460.95,462.58,31800982,-0.008838
2025-08-28,MSFT,452.77,460.81,452.62,453.07,29637910,-0.020762
2025-08-29,MSFT,465.44,479.37,468.65,468.75,39571628,0.034015
2025-08-30,MSFT,466.55,463.82,459.7,462.48,29237390,-0.013457
2025-08-31,MSFT,475.42,474.16,467.65,471.41,20158225,0.019112
2025-09-01,MSFT,474.8,489.75,466.73,477.52,38043344,0.012884
2025-09-02,MSFT,479.63,489.37,471.47,480.42,49678558,0.006049
2025-09-03,MSFT,480.22,491.55,470.78,482.98,11364465,0.00532
2025-09-04,MSFT,487.38,501.84,488.43,490.38,2597893,0.015199
2025-09-05,MSFT,501.68,507.16,500.78,501.01,15214677,0.021454
2025-09-06,MSFT,497.95,502.72,481.43,493.54,47540135,-0.015027
2025-09-07,MSFT,487.13,492.33,472.17,484.22,8615152,-0.019062
2025-09-08,MSFT,469.64,483.85,461.97,472.24,12841055,-0.025053
2025-09-09,MSFT,487.39,489.84,481.01,485.91,26863343,0.028541
2025-09-10,MSFT,483.39,490.03,473.16,480.28,7097333,-0.011651
2025-09-11,MSFT,477.86,480.4,469.55,478.16,42613442,-0.004439
2025-09-12,MSFT,470.96,474.57,467.83,474.19,9177567,-0.008327
2025-09-13,MSFT,473.52,479.84,468.14,477.49,27723588,0.006925
2025-09-14,MSFT,470.27,476.34,458.51,466.15,35060654,-0.024018
2025-09-15,MSFT,479.22,476.58,470.57,474.51,10229527,0.017761
2025-09-16,MSFT,480.11,488.87,471.87,482.47,33773565,0.016636
2025-09-17,MSFT,461.05,470.02,453.34,460.5,28936431,-0.046604
2025-09-18,MSFT,476.49,484.89,466.72,472.16,18302778,0.025016
2025-09-19,MSFT,473.21,479.03,471.35,473.01,41584376,0.001792
2025-09-20,MSFT,473.48,484.77,470.68,477.9,35104661,0.010276
2025-09-21,MSFT,470.24,482.92,469.14,470.59,1317600,-0.0154
2025-09-22,MSFT,472.23,486.0,470.28,473.95,28596384,0.007108
2025-09-23,MSFT,486.77,500.09,484.31,486.69,5665084,0.026527
2025-09-24,MSFT,492.32,502.29,482.42,490.83,14133533,0.008478
2025-09-25,MSFT,506.89,519.44,502.17,507.68,1423874,0.033756
2025-09-26,MSFT,490.58,496.87,481.24,493.12,21074937,-0.0291
2025-09-27,MSFT,491.42,502.3,484.38,495.04,25997665,0.003871
2025-09-28,MSFT,504.23,504.4,489.08,500.91,9815088,0.011785
2025-09-29,MSFT,505.23,515.25,494.65,506.17,26475988,0.01045
2025-09-30,MSFT,484.3,485.28,478.65,480.32,8882539,-0.052421
2025-10-01,MSFT,487.59,500.87,486.1,487.2,49279332,0.014222
2025-10-02,MSFT,489.98,492.66,475.54,486.81,22251604,-0.000801
2025-10-03,MSFT,489.18,490.68,480.47,484.41,8406438,-0.004929
2025-10-04,MSFT,481.89,484.88,470.69,482.43,36298112,-0.004092
2025-10-05,MSFT,485.91,494.51,473.32,486.06,27346392,0.00749
2025-10-06,MSFT,486.12,487.95,471.45,483.07,13688583,-0.006173
2025-10-07,MSFT,482.1,482.38,472.96,481.0,12610138,-0.004297
2025-10-08,MSFT,469.1,486.34,460.57,472.82,44461567,-0.017144
2025-10-09,MSFT,484.9,496.17,484.96,485.34,18782418,0.026137
2025-10-10,MSFT,490.68,495.32,480.6,485.98,39433870,0.00131
2025-10-11,MSFT,494.78,492.99,476.01,490.47,8874367,0.0092
2025-10-12,MSFT,498.49,498.13,483.28,496.0,33218752,0.0112
2025-10-13,MSFT,495.89,507.31,489.81,493.82,32836678,-0.004391
2025-10-14,MSFT,487.79,495.17,470.11,483.96,10202608,-0.020178
2025-10-15,MSFT,489.13,501.09,485.73,491.77,49857362,0.016007
2025-10-16,MSFT,483.13,493.08,480.31,485.93,31684789,-0.011947
2025-10-17,MSFT,482.98,491.77,469.57,478.94,30601936,-0.014479
2025-10-18,MSFT,479.66,486.98,474.64,483.28,1583205,0.009008
2025-10-19,MSFT,485.28,502.52,482.62,488.36,13749724,0.010457
2025-10-20,MSFT,483.22,489.75,473.93,486.67,23230838,-0.003462
2025-10-21,MSFT,501.14,500.08,493.93,497.16,18296651,0.021331
2025-10-22,MSFT,489.37,490.17,475.32,488.41,49337906,-0.017766
2025-10-23,MSFT,477.85,477.47,469.55,474.24,44973790,-0.029445
2025-10-24,MSFT,463.27,459.51,452.83,459.06,36253089,-0.032521
2025-10-25,MSFT,446.76,455.0,448.05,449.74,21852113,-0.020505
2025-10-26,MSFT,443.57,444.75,438.44,441.34,24954052,-0.018853
2025-10-27,MSFT,448.19,455.75,444.4,445.52,47771177,0.00941
2025-10-28,MSFT,438.62,441.55,432.91,438.66,15559007,-0.015501
2025-02-19,GOOGL,365.97,371.55,360.63,363.06,33172305,-0.010263
2025-02-20,GOOGL,363.34,366.25,357.43,365.69,12658711,0.007221
2025-02-21,GOOGL,361.68,371.49,362.26,365.09,32585539,-0.001638
2025-02-22,GOOGL,368.5,370.76,361.13,365.08,9217921,-3.3e-05
2025-02-23,GOOGL,355.58,362.4,355.18,358.0,32517542,-0.019578
2025-02-24,GOOGL,347.11,352.07,341.4,347.92,14419015,-0.028557
2025-02-25,GOOGL,357.91,362.21,355.56,357.9,15539041,0.028271
2025-02-26,GOOGL,360.94,365.4,354.12,362.17,43442382,0.01188
2025-02-27,GOOGL,361.11,364.04,354.8,360.14,40101463,-0.005639
2025-02-28,GOOGL,362.12,365.82,350.19,359.92,1299310,-0.000606
2025-03-01,GOOGL,356.14,362.66,349.32,358.99,12563121,-0.002592
2025-03-02,GOOGL,355.25,367.0,350.43,357.36,34064778,-0.004546
2025-03-03,GOOGL,354.64,357.45,351.19,352.41,14992329,-0.013947
2025-03-04,GOOGL,357.33,366.5,358.78,360.07,3619652,0.021494
2025-03-05,GOOGL,348.61,355.12,340.81,349.38,23650065,-0.030117
2025-03-06,GOOGL,338.1,346.18,334.27,339.35,19704446,-0.02914
2025-03-07,GOOGL,334.76,342.56,332.35,337.49,46592718,-0.005501
2025-03-08,GOOGL,342.12,342.22,331.16,341.02,18684706,0.010422
2025-03-09,GOOGL,336.42,341.61,339.56,339.82,43834122,-0.003551
2025-03-10,GOOGL,332.83,334.37,332.48,333.4,37996890,-0.01907
2025-03-11,GOOGL,336.62,343.26,330.98,336.52,36094284,0.009314
2025-03-12,GOOGL,329.85,331.92,322.63,326.72,21332665,-0.029544
2025-03-13,GOOGL,320.87,328.52,312.59,321.07,38532091,-0.017442
2025-03-14,GOOGL,318.4,320.26,314.49,320.23,12885025,-0.002619
2025-03-15,GOOGL,323.0,321.4,318.13,320.28,3723614,0.000143
2025-03-16,GOOGL,326.04,332.0,320.21,323.97,30484725,0.011467
2025-03-17,GOOGL,315.69,322.63,309.94,315.45,29169737,-0.026655
2025-03-18,GOOGL,313.16,315.57,306.04,311.58,32687571,-0.012328
2025-03-19,GOOGL,317.57,324.14,313.9,319.29,13890746,0.024426
2025-03-20,GOOGL,317.41,319.85,310.19,318.13,7938767,-0.003623
2025-03-21,GOOGL,314.16,323.17,309.13,314.33,11131552,-0.012013
2025-03-22,GOOGL,312.35,319.46,312.3,313.38,2061600,-0.003051
2025-03-23,GOOGL,308.33,311.51,301.16,309.63,44799773,-0.01204
2025-03-24,GOOGL,307.9,310.09,304.49,309.61,8076248,-6.5e-05
2025-03-25,GOOGL,320.1,326.18,310.47,318.22,9416943,0.027426
2025-03-26,GOOGL,310.46,317.01,305.51,312.51,11971201,-0.018091
2025-03-27,GOOGL,317.54,324.45,310.16,317.17,12075864,0.014797
2025-03-28,GOOGL,321.64,328.7,318.29,319.43,28061792,0.007101
2025-03-29,GOOGL,333.49,339.44,328.2,330.91,8073818,0.035315
2025-03-30,GOOGL,338.19,343.53,333.45,336.04,41976709,0.015371
2025-03-31,GOOGL,331.42,341.39,327.57,331.72,11722692,-0.012942
2025-04-01,GOOGL,332.28,332.72,332.23,332.37,8981441,0.001983
2025-04-02,GOOGL,324.79,333.42,324.36,325.9,1821588,-0.019665
2025-04-03,GOOGL,325.48,329.65,318.87,326.9,7765959,0.003047
2025-04-04,GOOGL,331.82,338.11,322.49,331.54,2965610,0.014094
2025-04-05,GOOGL,333.91,337.31,331.82,333.05,17745284,0.004553
2025-04-06,GOOGL,332.57,337.58,333.17,334.33,23532420,0.003845
2025-04-07,GOOGL,341.89,347.26,328.91,338.7,25403541,0.01298
2025-04-08,GOOGL,339.88,347.1,335.71,337.92,22789787,-0.002308
2025-04-09,GOOGL,341.32,344.94,340.95,341.75,49031958,0.011257
2025-04-10,GOOGL,337.51,343.37,329.89,338.71,40248058,-0.008934
2025-04-11,GOOGL,335.31,343.18,335.62,335.81,26076538,-0.008584
2025-04-12,GOOGL,334.94,343.66,329.12,337.74,29750691,0.005718
2025-04-13,GOOGL,345.0,353.29,335.66,343.41,14556725,0.016655
2025-04-14,GOOGL,338.37,339.66,337.59,339.49,14966932,-0.01147
2025-04-15,GOOGL,338.88,348.92,335.63,340.86,43920755,0.004018
2025-04-16,GOOGL,333.67,342.45,334.78,335.43,34243446,-0.016054
2025-04-17,GOOGL,338.34,347.24,330.72,340.4,26150134,0.014697
2025-04-18,GOOGL,348.3,349.67,340.41,345.28,31886547,0.014255
2025-04-19,GOOGL,347.69,346.08,336.81,346.01,36037440,0.002109
2025-04-20,GOOGL,355.13,353.13,343.63,352.63,46485519,0.018952
2025-04-21,GOOGL,347.87,350.77,345.72,346.79,26125038,-0.016722
2025-04-22,GOOGL,336.53,345.74,331.92,339.14,45102139,-0.02229
2025-04-23,GOOGL,350.95,353.97,348.13,348.99,29335714,0.02863
2025-04-24,GOOGL,353.72,354.85,348.66,354.35,29467224,0.015249
2025-04-25,GOOGL,352.12,360.64,347.05,355.06,40677068,0.002003
2025-04-26,GOOGL,352.14,363.71,349.75,354.26,7501616,-0.002258
2025-04-27,GOOGL,349.64,362.77,349.88,352.94,18232166,-0.003757
2025-04-28,GOOGL,344.6,351.68,343.43,345.39,21282303,-0.021622
2025-04-29,GOOGL,351.97,356.18,342.86,350.6,23689459,0.014974
2025-04-30,GOOGL,362.75,360.7,358.51,359.35,16022591,0.024659
2025-05-01,GOOGL,356.47,366.58,346.88,356.32,1742176,-0.008462
2025-05-02,GOOGL,365.82,375.51,356.08,365.74,33917985,0.026094
2025-05-03,GOOGL,373.21,384.33,374.71,374.97,36064606,0.02491
2025-05-04,GOOGL,361.05,368.48,363.0,363.49,20675095,-0.031082
2025-05-05,GOOGL,371.01,375.8,359.14,367.9,35312533,0.012063
2025-05-06,GOOGL,367.88,368.11,366.86,367.68,43436001,-0.000601
2025-05-07,GOOGL,370.03,373.2,356.57,366.43,23669604,-0.0034
2025-05-08,GOOGL,375.34,384.2,366.71,376.52,12781802,0.027163
2025-05-09,GOOGL,375.99,383.81,369.67,375.55,43510832,-0.002588
2025-05-10,GOOGL,374.0,373.96,360.93,371.37,34545959,-0.011185
2025-05-11,GOOGL,374.39,377.22,364.62,374.2,37372362,0.007589
2025-05-12,GOOGL,366.87,367.85,356.45,364.54,5980390,-0.026164
2025-05-13,GOOGL,375.24,374.75,370.76,372.74,47223327,0.02224
2025-05-14,GOOGL,376.23,374.03,372.99,373.19,22603088,0.001218
2025-05-15,GOOGL,358.64,364.54,353.64,360.43,18449045,-0.034782
2025-05-16,GOOGL,358.24,370.1,356.46,361.12,20752460,0.001897
2025-05-17,GOOGL,364.64,368.72,366.47,367.27,5381855,0.016901
2025-05-18,GOOGL,358.57,366.57,358.2,360.47,10048152,-0.018689
2025-05-19,GOOGL,356.91,367.14,351.01,356.83,6819328,-0.010169
2025-05-20,GOOGL,353.35,354.17,343.34,353.87,36134003,-0.008326
2025-05-21,GOOGL,360.35,358.93,352.39,358.18,39723762,0.012113
2025-05-22,GOOGL,361.66,371.18,360.28,361.82,23726279,0.010115
2025-05-23,GOOGL,361.98,373.26,359.72,364.15,20181533,0.006428
2025-05-24,GOOGL,373.68,382.37,367.5,372.12,19583333,0.021626
2025-05-25,GOOGL,377.03,378.61,368.13,377.94,33685126,0.01554
2025-05-26,GOOGL,391.49,390.07,387.27,388.58,24060323,0.027746
2025-05-27,GOOGL,382.21,384.07,382.54,383.24,34885635,-0.013836
2025-05-28,GOOGL,399.45,408.07,391.77,399.61,23240256,0.041845
2025-05-29,GOOGL,396.47,404.87,391.9,395.21,30548434,-0.011071
2025-05-30,GOOGL,384.36,398.04,378.29,387.77,24634513,-0.019008
2025-05-31,GOOGL,387.99,388.84,382.13,387.07,46829684,-0.001811
2025-06-01,GOOGL,408.44,406.25,399.03,405.35,22960066,0.046138
2025-06-02,GOOGL,393.71,407.75,395.6,397.13,12990512,-0.020495
2025-06-03,GOOGL,399.19,406.52,391.8,400.2,33655822,0.007711
2025-06-04,GOOGL,392.88,394.23,385.17,392.76,19771759,-0.018771
2025-06-05,GOOGL,381.57,383.76,372.83,381.15,11726397,-0.029995
2025-06-06,GOOGL,374.82,379.58,369.66,378.53,48325142,-0.006897
2025-06-07,GOOGL,381.1,378.47,372.17,377.34,32534747,-0.003165
2025-06-08,GOOGL,378.91,381.75,374.42,377.04,37143146,-0.000781
2025-06-09,GOOGL,372.03,379.95,371.73,374.75,35788134,-0.00609
2025-06-10,GOOGL,371.43,383.51,362.74,372.5,44146514,-0.006016
2025-06-11,GOOGL,376.43,378.07,366.15,376.81,9497253,0.011499
2025-06-12,GOOGL,379.85,383.38,369.07,377.56,45550114,0.001987
2025-06-13,GOOGL,383.58,381.78,377.26,381.3,6660510,0.009854
2025-06-14,GOOGL,394.47,397.25,389.73,391.21,39100853,0.025667
2025-06-15,GOOGL,390.33,393.46,383.8,392.23,1390615,0.002591
2025-06-16,GOOGL,394.35,399.66,390.39,394.09,31240658,0.004745
2025-06-17,GOOGL,407.08,406.96,401.43,404.38,44943276,0.025755
2025-06-18,GOOGL,423.31,425.78,418.19,422.56,34620057,0.043995
2025-06-19,GOOGL,424.46,434.13,420.37,421.61,43182922,-0.002254
2025-06-20,GOOGL,418.47,431.9,409.34,420.09,48755269,-0.003625
2025-06-21,GOOGL,423.01,425.5,411.52,421.84,37883758,0.004173
2025-06-22,GOOGL,432.53,440.45,425.54,432.54,49644423,0.025028
2025-06-23,GOOGL,429.15,432.94,422.98,432.59,28438052,0.00012
2025-06-24,GOOGL,426.97,430.95,414.27,425.97,44041466,-0.015414
2025-06-25,GOOGL,432.15,439.98,426.79,431.64,9014679,0.013232
2025-06-26,GOOGL,421.13,426.43,419.35,424.73,14175019,-0.016143
2025-06-27,GOOGL,429.66,438.63,421.06,426.94,16945853,0.005176
2025-06-28,GOOGL,412.69,424.35,403.92,415.2,13879847,-0.027872
2025-06-29,GOOGL,418.44,422.73,412.89,417.18,38527231,0.004758
2025-06-30,GOOGL,406.62,420.73,402.91,410.51,36048362,-0.016113
2025-07-01,GOOGL,395.5,395.22,394.68,394.97,12591806,-0.038608
2025-07-02,GOOGL,394.63,395.01,381.2,392.18,28123497,-0.007082
2025-07-03,GOOGL,390.61,398.55,380.65,388.83,10412075,-0.008565
2025-07-04,GOOGL,382.09,387.89,377.4,380.06,34134752,-0.022833
2025-07-05,GOOGL,380.83,387.84,375.44,384.57,1229973,0.011818
2025-07-06,GOOGL,376.35,382.37,366.12,375.13,47802826,-0.024854
2025-07-07,GOOGL,368.28,375.46,362.42,368.92,17655174,-0.016702
2025-07-08,GOOGL,355.52,367.84,354.08,357.94,21528468,-0.030212
2025-07-09,GOOGL,356.44,366.09,350.96,358.17,17657018,0.000628
2025-07-10,GOOGL,351.12,357.74,350.33,352.89,48303622,-0.014835
2025-07-11,GOOGL,348.71,348.02,341.3,346.3,5828998,-0.018855
2025-07-12,GOOGL,335.92,334.8,326.33,333.07,21817029,-0.038943
2025-07-13,GOOGL,335.58,337.9,329.86,333.03,47257065,-0.000133
2025-07-14,GOOGL,331.29,334.41,328.37,333.04,2005548,3.4e-05
2025-07-15,GOOGL,319.74,330.86,321.2,322.89,10200940,-0.030951
2025-07-16,GOOGL,320.32,329.96,320.6,322.31,9032809,-0.001801
2025-07-17,GOOGL,332.89,340.76,333.34,333.46,17811982,0.03402
2025-07-18,GOOGL,331.48,333.19,325.14,331.16,13926863,-0.006943
2025-07-19,GOOGL,323.82,332.88,323.07,326.43,31645017,-0.014365
2025-07-20,GOOGL,315.61,316.54,311.59,315.87,23868618,-0.032899
2025-07-21,GOOGL,313.4,321.02,313.63,316.04,13513564,0.000557
2025-07-22,GOOGL,322.89,323.14,319.09,320.69,26850637,0.014603
2025-07-23,GOOGL,324.64,332.99,318.68,324.89,26396456,0.013
2025-07-24,GOOGL,327.82,335.74,318.33,326.65,12999350,0.005417
2025-07-25,GOOGL,338.4,342.02,334.76,337.6,9096412,0.032954
2025-07-26,GOOGL,338.3,340.19,335.4,336.14,31437693,-0.004321
2025-07-27,GOOGL,340.79,342.47,330.28,338.62,24059506,0.007334
2025-07-28,GOOGL,357.1,361.93,343.97,353.74,34363431,0.043701
2025-07-29,GOOGL,374.45,376.45,372.68,373.65,9260639,0.054754
2025-07-30,GOOGL,363.98,375.61,364.67,366.87,43549317,-0.018306
2025-07-31,GOOGL,373.71,382.93,372.4,374.38,16723823,0.020246
2025-08-01,GOOGL,377.92,382.86,374.1,381.07,20691512,0.017731
2025-08-02,GOOGL,384.52,385.16,375.02,381.19,34205091,0.00031
2025-08-03,GOOGL,390.62,394.44,383.05,387.75,20973777,0.017066
2025-08-04,GOOGL,378.56,390.19,372.88,381.96,22744447,-0.015052
2025-08-05,GOOGL,366.57,374.69,365.33,367.71,8211768,-0.038031
2025-08-06,GOOGL,363.01,365.19,362.03,364.05,17351616,-0.009985
2025-08-07,GOOGL,374.07,373.96,360.94,371.84,5608402,0.021158
2025-08-08,GOOGL,368.04,380.22,366.01,371.35,45091485,-0.001317
2025-08-09,GOOGL,367.59,373.65,360.2,365.7,42524825,-0.015323
2025-08-10,GOOGL,377.03,381.93,369.71,375.86,6775996,0.027391
2025-08-11,GOOGL,379.54,384.43,374.08,381.77,42524313,0.015592
2025-08-12,GOOGL,391.84,399.5,389.63,393.62,49846975,0.030574
2025-08-13,GOOGL,403.97,406.47,392.22,400.86,19260084,0.018233
2025-08-14,GOOGL,410.0,411.26,407.01,408.65,6954579,0.019256
2025-08-15,GOOGL,402.68,411.88,399.73,405.52,43822289,-0.007706
2025-08-16,GOOGL,405.01,415.05,399.32,403.68,27796078,-0.004541
2025-08-17,GOOGL,379.32,383.17,373.51,380.92,18189842,-0.058019
2025-08-18,GOOGL,392.49,399.22,386.96,390.28,18751353,0.024265
2025-08-19,GOOGL,388.16,389.49,387.23,389.02,33127334,-0.003227
2025-08-20,GOOGL,374.35,380.22,375.23,377.75,5736350,-0.029402
2025-08-21,GOOGL,372.27,377.78,362.33,370.47,25594900,-0.019476
2025-08-22,GOOGL,376.77,381.32,367.07,375.82,24277167,0.014345
2025-08-23,GOOGL,375.35,381.55,369.52,376.58,2410048,0.002015
2025-08-24,GOOGL,380.5,378.24,373.32,376.74,4219999,0.000425
2025-08-25,GOOGL,376.89,381.28,372.27,379.81,40248273,0.008115
2025-08-26,GOOGL,376.05,380.07,371.0,376.68,13410092,-0.008269
2025-08-27,GOOGL,370.81,373.31,368.85,370.25,27193987,-0.017214
2025-08-28,GOOGL,364.74,372.14,358.43,364.43,4523184,-0.01585
2025-08-29,GOOGL,356.72,364.54,354.7,358.3,46776570,-0.01695
2025-08-30,GOOGL,368.79,377.6,368.66,369.71,46771512,0.03135
2025-08-31,GOOGL,373.06,380.2,360.37,369.92,49695510,0.000564
2025-09-01,GOOGL,359.88,372.3,358.34,363.07,18312398,-0.018686
2025-09-02,GOOGL,363.94,374.31,356.21,366.1,8804999,0.008287
2025-09-03,GOOGL,375.35,384.73,374.83,376.41,35485069,0.027778
2025-09-04,GOOGL,368.77,369.79,364.08,367.45,43139106,-0.024072
2025-09-05,GOOGL,373.34,379.55,371.01,376.0,32137309,0.022984
2025-09-06,GOOGL,386.51,386.92,379.77,384.44,49799191,0.022213
2025-09-07,GOOGL,376.98,384.64,371.84,380.05,5454661,-0.011491
2025-09-08,GOOGL,395.07,407.28,385.36,396.18,4303314,0.041551
2025-09-09,GOOGL,407.43,420.86,409.4,410.86,10258767,0.036396
2025-09-10,GOOGL,409.54,412.36,397.9,406.06,34996286,-0.011748
2025-09-11,GOOGL,402.13,407.58,391.69,401.53,17842569,-0.011235
2025-09-12,GOOGL,394.45,396.92,384.0,394.31,11722198,-0.018136
2025-09-13,GOOGL,396.92,402.5,394.75,399.4,6910048,0.012829
2025-09-14,GOOGL,404.76,402.62,393.94,402.07,29393002,0.006657
2025-09-15,GOOGL,416.43,419.42,407.19,412.55,4518591,0.025734
2025-09-16,GOOGL,414.63,417.67,413.04,415.33,8722084,0.006707
2025-09-17,GOOGL,414.53,415.12,406.84,411.97,29205025,-0.00811
2025-09-18,GOOGL,431.14,429.25,420.54,426.95,23484898,0.03572
2025-09-19,GOOGL,428.67,427.52,412.76,425.05,39105069,-0.004476
2025-09-20,GOOGL,414.8,418.78,406.27,418.32,37062193,-0.015955
2025-09-21,GOOGL,423.81,429.98,413.25,425.31,28854657,0.016576
2025-09-22,GOOGL,433.51,435.59,432.19,435.01,25902962,0.022548
2025-09-23,GOOGL,452.0,455.68,446.09,454.93,25099805,0.044771
2025-09-24,GOOGL,452.21,460.27,436.78,450.27,3451629,-0.010294
2025-09-25,GOOGL,454.74,462.08,450.89,458.06,15537342,0.017156
2025-09-26,GOOGL,469.29,467.13,457.84,465.43,22536439,0.015972
2025-09-27,GOOGL,466.96,478.03,463.82,468.55,44504575,0.006666
2025-09-28,GOOGL,466.46,475.84,454.07,467.22,2771140,-0.002835
2025-09-29,GOOGL,495.98,497.37,478.23,491.51,18186792,0.050681
2025-09-30,GOOGL,499.03,507.31,490.06,497.92,24853597,0.012966
2025-10-01,GOOGL,475.3,482.48,467.18,479.02,16264594,-0.038703
2025-10-02,GOOGL,472.75,484.9,461.72,473.14,28799097,-0.01235
2025-10-03,GOOGL,472.1,478.57,461.81,472.93,29096335,-0.000447
2025-10-04,GOOGL,471.95,482.58,476.13,476.67,38141957,0.007876
2025-10-05,GOOGL,441.67,449.81,435.42,444.57,43483134,-0.069716
2025-10-06,GOOGL,432.26,434.64,425.83,429.42,8172997,-0.034663
2025-10-07,GOOGL,428.23,427.62,416.69,425.54,1271876,-0.009081
2025-10-08,GOOGL,418.09,428.46,411.21,421.4,26726040,-0.009785
2025-10-09,GOOGL,418.59,426.23,412.16,421.89,3551066,0.001166
2025-10-10,GOOGL,424.69,424.96,415.94,423.11,23539582,0.002898
