ticker,last_price,last_price_timestamp,avg_daily_volume,marketcap,price_provenance,last_news,news_count_24h,fetched_at,combined_score,momentum_score,fundamental_score,sentiment_score,sector,rank_combined_score,rank_momentum_score,rank_fundamental_score,rank_sentiment_score,final_score,rank
INTC,34.5,2025-11-21T00:00:00-05:00,75585610,164564992000,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928899, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928899, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928899, 'summary': ''}]",10,2025-11-23T15:15:09.118520,0.6302245836209482,0.4068886131656918,0.65298523107434,0.7743905845158041,Industrial,0.40350877192982454,0.017543859649122806,0.6140350877192983,0.8947368421052632,0.37894736842105264,47
CVX,149.97999572753906,2025-11-21T00:00:00-05:00,8691090,302183055360,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928876, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928876, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928876, 'summary': ''}]",10,2025-11-23T15:15:09.117527,0.5894769428089918,0.5265897061517959,0.8574591697587703,0.4415727692613613,Energy,0.22807017543859648,0.17543859649122806,0.9473684210526315,0.3333333333333333,0.3666666666666667,48
AVGO,340.20001220703125,2025-11-21T00:00:00-05:00,20364700,1606548586496,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928890, 'summary': ''}]",10,2025-11-23T15:15:09.118090,0.7413026411546153,0.42826982525484075,0.6235776532676751,0.2997866663623484,Industrial,0.543859649122807,0.05263157894736842,0.5614035087719298,0.12280701754385964,0.35789473684210527,49
TSM,275.05999755859375,2025-11-21T00:00:00-05:00,12542220,1426605080576,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928882, 'summary': ''}]",10,2025-11-23T15:15:09.117845,0.6531127324330963,0.54797650461639,0.3415275110810302,0.7539593595656078,Industrial,0.43859649122807015,0.22807017543859648,0.07017543859649122,0.8596491228070176,0.343859649122807,50
TXN,159.39999389648438,2025-11-21T00:00:00-05:00,7560570,144916463616,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928901, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928901, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928901, 'summary': ''}]",10,2025-11-23T15:15:09.118590,0.5454506432343781,0.7221821982452772,0.3425958516054195,0.6310449651777956,Industrial,0.17543859649122806,0.5614035087719298,0.10526315789473684,0.6666666666666666,0.32631578947368417,51
T,25.93000030517578,2025-11-21T00:00:00-05:00,43886990,183829430272,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928905, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928905, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928905, 'summary': ''}]",10,2025-11-23T15:15:09.118755,0.5942781638471695,0.6722342237975238,0.34251440993319204,0.5253171208245646,Industrial,0.24561403508771928,0.47368421052631576,0.08771929824561403,0.543859649122807,0.312280701754386,52
CAT,550.4299926757812,2025-11-21T00:00:00-05:00,2407280,258875473920,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928878, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928878, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928878, 'summary': ''}]",10,2025-11-23T15:15:09.117598,0.5991982799183135,0.5888067284790868,0.4845084752415969,0.3491938003521714,Industrial,0.2807017543859649,0.3333333333333333,0.38596491228070173,0.19298245614035087,0.3087719298245614,53
AAPL,271.489990234375,2025-11-21T00:00:00-05:00,46868060,4029017227264,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928867, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928867, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928867, 'summary': ''}]",10,2025-11-23T15:15:09.117182,0.5112548398502001,0.49804149625715705,0.8223111419020601,0.48360261578707653,Technology,0.03508771929824561,0.14035087719298245,0.8421052631578947,0.49122807017543857,0.2736842105263158,54
AMZN,220.69000244140625,2025-11-21T00:00:00-05:00,46919650,2359223910400,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}]",10,2025-11-23T15:15:09.117431,0.5134087487471316,0.5374288431784626,0.6182122033171065,0.6374455096759104,Industrial,0.07017543859649122,0.21052631578947367,0.543859649122807,0.6842105263157895,0.26842105263157895,55
WMT,105.31999969482422,2025-11-21T00:00:00-05:00,22810530,840497627136,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928873, 'summary': ''}]",10,2025-11-23T15:15:09.117456,0.5983870886616215,0.4192601463424227,0.30034313767676607,0.604018728375981,Industrial,0.2631578947368421,0.03508771929824561,0.017543859649122806,0.6491228070175439,0.1842105263157895,56
XOM,117.08000183105469,2025-11-21T00:00:00-05:00,15510280,499140984832,yfinance,"[{'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928875, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928875, 'summary': ''}, {'headline': '', 'source': 'Yahoo Finance', 'url': '', 'datetime': 1763928875, 'summary': ''}]",10,2025-11-23T15:15:09.117504,0.5119411863577387,0.5606445255854217,0.31168604543149936,0.25905072269117535,Energy,0.05263157894736842,0.3157894736842105,0.03508771929824561,0.08771929824561403,0.13157894736842102,57
